ordem,operacao,centro_trabalho_id,centro_trabalho,data_inicio_base,hora_inicio_base,data_fim_base,hora_fim_base,indice_irpe,quantidade_executantes,esforco_individual,unidade_esforco_individual,chave_modelo,equipamento_ordem,local_instalacao_ordem,roteiro_operacoes,lista_tarefas_id,qualificacao,proficiencia_qualif,habilidade,proficiencia_hab
4009277,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009278,,,,,
4009277,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009278,,,,,
4009278,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009279,,,,,
4009278,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009279,,,,,
4009278,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009279,,,,,
4009279,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009280,,,,,
4009279,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009280,,,,,
4009279,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009280,,,,,
4009280,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009281,,,,,
4009280,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009281,,,,,
4009280,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009281,,,,,
4009281,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009282,,,,,
4009281,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009282,,,,,
4009281,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009282,,,,,
4009282,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009283,,,,,
4009282,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009283,,,,,
4009282,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009283,,,,,
4009283,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009284,,,,,
4009283,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009284,,,,,
4009283,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009284,,,,,
4009284,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009285,,,,,
4009284,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009285,,,,,
4009284,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009285,,,,,
4009285,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009286,,,,,
4009285,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009286,,,,,
4009285,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009286,,,,,
4009286,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009287,,,,,
4009286,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009287,,,,,
4009286,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009287,,,,,
4009287,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009288,,,,,
4009287,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009288,,,,,
4009287,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009288,,,,,
4009288,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009289,,,,,
4009288,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009289,,,,,
4009288,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009289,,,,,
4009289,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009290,,,,,
4009289,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009290,,,,,
4009289,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009290,,,,,
4009290,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009291,,,,,
4009290,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009291,,,,,
4009290,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009291,,,,,
4009291,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009292,,,,,
4009291,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009292,,,,,
4009291,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009292,,,,,
4009292,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009293,,,,,
4009292,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009293,,,,,
4009292,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009293,,,,,
4009293,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009294,,,,,
4009293,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009294,,,,,
4009293,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009294,,,,,
4009294,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009295,,,,,
4009294,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009295,,,,,
4009294,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009295,,,,,
4009295,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009296,,,,,
4009295,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009296,,,,,
4009295,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009296,,,,,
4009296,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009297,,,,,
4009296,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009297,,,,,
4009296,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009297,,,,,
4009297,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009298,,,,,
4009297,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009298,,,,,
4009297,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009298,,,,,
4009298,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009299,,,,,
4009298,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009299,,,,,
4009298,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009299,,,,,
4009299,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009300,,,,,
4009299,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009300,,,,,
4009299,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009300,,,,,
4009300,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009301,,,,,
4009300,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009301,,,,,
4009300,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009301,,,,,
4009301,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009302,,,,,
4009301,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009302,,,,,
4009301,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009302,,,,,
4009302,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009303,,,,,
4009302,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009303,,,,,
4009302,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009303,,,,,
4009303,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009304,,,,,
4009303,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009304,,,,,
4009303,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009304,,,,,
4009304,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009305,,,,,
4009304,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009305,,,,,
4009304,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009305,,,,,
4009305,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009306,,,,,
4009305,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009306,,,,,
4009305,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009306,,,,,
4009306,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009307,,,,,
4009306,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009307,,,,,
4009306,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009307,,,,,
4009307,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009308,,,,,
4009307,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009308,,,,,
4009307,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009308,,,,,
4009308,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009309,,,,,
4009308,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009309,,,,,
4009308,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009309,,,,,
4009309,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009310,,,,,
4009309,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009310,,,,,
4009309,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009310,,,,,
4009310,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009311,,,,,
4009310,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009311,,,,,
4009310,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009311,,,,,
4009311,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009312,,,,,
4009311,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009312,,,,,
4009311,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009312,,,,,
4009312,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009313,,,,,
4009312,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009313,,,,,
4009312,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009313,,,,,
4009313,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009314,,,,,
4009313,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009314,,,,,
4009313,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009314,,,,,
4009314,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009315,,,,,
4009314,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009315,,,,,
4009314,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009315,,,,,
4009315,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009316,,,,,
4009315,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009316,,,,,
4009315,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009316,,,,,
4009316,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009317,,,,,
4009316,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009317,,,,,
4009316,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009317,,,,,
4009317,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009318,,,,,
4009317,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009318,,,,,
4009317,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009318,,,,,
4009318,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009319,,,,,
4009318,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009319,,,,,
4009318,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009319,,,,,
4009319,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009320,,,,,
4009319,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009320,,,,,
4009319,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009320,,,,,
4009320,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009321,,,,,
4009320,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009321,,,,,
4009320,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009321,,,,,
4009321,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009322,,,,,
4009321,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009322,,,,,
4009321,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009322,,,,,
4009322,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009323,,,,,
4009322,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009323,,,,,
4009322,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009323,,,,,
4009323,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009324,,,,,
4009323,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009324,,,,,
4009323,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009324,,,,,
4009324,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009325,,,,,
4009324,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009325,,,,,
4009324,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009325,,,,,
4009325,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009326,,,,,
4009325,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009326,,,,,
4009325,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009326,,,,,
4009326,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009327,,,,,
4009326,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009327,,,,,
4009326,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009327,,,,,
4009327,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009328,,,,,
4009327,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009328,,,,,
4009327,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009328,,,,,
4009328,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009329,,,,,
4009328,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009329,,,,,
4009328,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009329,,,,,
4009329,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009330,,,,,
4009329,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009330,,,,,
4009329,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009330,,,,,
4009330,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009331,,,,,
4009330,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009331,,,,,
4009330,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009331,,,,,
4009331,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009332,,,,,
4009331,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009332,,,,,
4009331,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009332,,,,,
4009332,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009333,,,,,
4009332,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009333,,,,,
4009332,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009333,,,,,
4009333,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000309,ITSS-BORR-SDRC,1000009334,,,,,
4009333,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009334,,,,,
4009333,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000309,ITSS-BORR-SDRC,1000009334,,,,,
4009334,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000313,ITSS-PNEU-BORR-A,1000009335,,,,,
4009334,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009335,,,,,
4009334,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000313,ITSS-PNEU-BORR-A,1000009335,,,,,
4009335,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000310,ITSS-BORR-SDRC,1000009336,,,,,
4009335,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009336,,,,,
4009335,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000310,ITSS-BORR-SDRC,1000009336,,,,,
4009336,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000311,ITSS-BORR-SDRC,1000009337,,,,,
4009336,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009337,,,,,
4009336,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000311,ITSS-BORR-SDRC,1000009337,,,,,
4009337,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,110000312,ITSS-BORR-SDRC,1000009338,,,,,
4009337,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009338,,,,,
4009337,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,110000312,ITSS-BORR-SDRC,1000009338,,,,,
4009338,10,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,2,2,H,,12709,ITSS-BORR-DESC,1000009339,,,,,
4009338,20,10000001,BM_EELET,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009339,,,,,
4009338,30,10000082,AUTOM,3/7/2025,,3/7/2025,00:00:00,10,1,1,H,,12709,ITSS-BORR-DESC,1000009339,,,,,
